parameter_name,parameter_value,error,metric,ID
delta,0.19610213375288504,699.8287907841358,closed_biphone,5
overlap,0.37453510746929153,699.8287907841358,closed_biphone,5
sigma,0.41697659995094777,699.8287907841358,closed_biphone,5
tau,0.99798450961392,699.8287907841358,closed_biphone,5
b,1.8489979004478292,699.8287907841358,closed_biphone,5
base,0.0025692834361246905,699.8287907841358,closed_biphone,5
theta,1.2204880043962716,699.8287907841358,closed_biphone,5
sim_ELI,0.28506407599428313,699.8287907841358,closed_biphone,5
alpha,5.999545225432784,845.837531819432,closed_biphone,6
gamma,0.4059050853778838,845.837531819432,closed_biphone,6
delta,0.2186984917009083,845.837531819432,closed_biphone,6
overlap,0.43526063966275946,845.837531819432,closed_biphone,6
sigma,0.46286354652683087,845.837531819432,closed_biphone,6
tau,1.2828087058629174,845.837531819432,closed_biphone,6
b,2.903511267770987,845.837531819432,closed_biphone,6
base,0.616908735748053,845.837531819432,closed_biphone,6
theta,1.8888577630429506,845.837531819432,closed_biphone,6
sim_ELI,0.5167719684010976,845.837531819432,closed_biphone,6
alpha,2.2995244852153283,600.4665278578424,closed_biphone,7
gamma,0.37536518102362976,600.4665278578424,closed_biphone,7
delta,0.07457784071692646,600.4665278578424,closed_biphone,7
overlap,0.5149117278072244,600.4665278578424,closed_biphone,7
sigma,0.2930458896081897,600.4665278578424,closed_biphone,7
tau,0.7198858200594952,600.4665278578424,closed_biphone,7
b,1.914897269312842,600.4665278578424,closed_biphone,7
base,0.36377693077427203,600.4665278578424,closed_biphone,7
theta,1.9999946264185509,600.4665278578424,closed_biphone,7
sim_ELI,0.43270965740366524,600.4665278578424,closed_biphone,7
alpha,5.999347443843214,734.4974963901275,closed_biphone,8
gamma,0.48495699304533724,734.4974963901275,closed_biphone,8
delta,0.24242145389954348,734.4974963901275,closed_biphone,8
overlap,0.4588998674155914,734.4974963901275,closed_biphone,8
sigma,0.3459562325044658,734.4974963901275,closed_biphone,8
tau,0.7383710879450875,734.4974963901275,closed_biphone,8
b,3.0328370569395635,734.4974963901275,closed_biphone,8
base,0.45110395491341804,734.4974963901275,closed_biphone,8
theta,1.3850917298992729,734.4974963901275,closed_biphone,8
sim_ELI,0.41021264328581036,734.4974963901275,closed_biphone,8
alpha,3.878697203241152,934.6131517994751,closed_biphone,9
gamma,0.5286212795237248,934.6131517994751,closed_biphone,9
delta,0.17315030422890162,934.6131517994751,closed_biphone,9
overlap,0.3778803179434432,934.6131517994751,closed_biphone,9
sigma,0.36318015970434886,934.6131517994751,closed_biphone,9
tau,0.889056904529613,934.6131517994751,closed_biphone,9
b,1.3798945568327603,934.6131517994751,closed_biphone,9
base,5.310560429811231e-9,934.6131517994751,closed_biphone,9
theta,1.214222796012157,934.6131517994751,closed_biphone,9
sim_ELI,0.42729307253435406,934.6131517994751,closed_biphone,9
alpha,5.995268125652904,619.7310292047223,closed_biphone,10
gamma,0.4656688440338079,619.7310292047223,closed_biphone,10
delta,0.2734126344885669,619.7310292047223,closed_biphone,10
overlap,0.2932792793274307,619.7310292047223,closed_biphone,10
sigma,0.1816234676148642,619.7310292047223,closed_biphone,10
tau,0.47260911503691444,619.7310292047223,closed_biphone,10
b,1.0612892022708984,619.7310292047223,closed_biphone,10
base,0.6207653946354313,619.7310292047223,closed_biphone,10
theta,1.9987326268569419,619.7310292047223,closed_biphone,10
sim_ELI,0.700761164833069,619.7310292047223,closed_biphone,10
alpha,3.083556967457621,265.66772622012274,closed_biphone,11
gamma,0.12163216165999208,265.66772622012274,closed_biphone,11
delta,0.0010000000041801346,265.66772622012274,closed_biphone,11
overlap,0.3428052927379729,265.66772622012274,closed_biphone,11
sigma,0.5407496633558265,265.66772622012274,closed_biphone,11
tau,9.994684663278354,265.66772622012274,closed_biphone,11
b,3.594867557660779,265.66772622012274,closed_biphone,11
base,9.022913782185591e-12,265.66772622012274,closed_biphone,11
theta,1.9999999999572333,265.66772622012274,closed_biphone,11
sim_ELI,0.3486961844428943,265.66772622012274,closed_biphone,11
alpha,5.998124608509599,594.7413279879612,closed_biphone,12
gamma,0.5203494714924184,594.7413279879612,closed_biphone,12
delta,0.18344483938896478,594.7413279879612,closed_biphone,12
overlap,0.22256699278353548,594.7413279879612,closed_biphone,12
sigma,0.29526094483389875,594.7413279879612,closed_biphone,12
tau,0.3828539309496751,594.7413279879612,closed_biphone,12
b,1.6877793317901437,594.7413279879612,closed_biphone,12
base,0.09583245576460682,594.7413279879612,closed_biphone,12
theta,1.1793221299446184,594.7413279879612,closed_biphone,12
sim_ELI,0.48262977545912183,594.7413279879612,closed_biphone,12
alpha,3.7172726312726416,415.6907054435173,closed_biphone,13
gamma,0.46110573974298025,415.6907054435173,closed_biphone,13
delta,0.13246334501300852,415.6907054435173,closed_biphone,13
overlap,0.1302748219481935,415.6907054435173,closed_biphone,13
sigma,0.28702384067506237,415.6907054435173,closed_biphone,13
tau,8.623060205623597,415.6907054435173,closed_biphone,13
b,1.184968576218266,415.6907054435173,closed_biphone,13
base,1.1855838068905327,415.6907054435173,closed_biphone,13
theta,1.999999999999999,415.6907054435173,closed_biphone,13
sim_ELI,0.9999999999999911,415.6907054435173,closed_biphone,13
alpha,3.8970068480466877,702.957457634025,closed_biphone,14
gamma,0.3284263912401352,702.957457634025,closed_biphone,14
delta,0.17760682329991745,702.957457634025,closed_biphone,14
overlap,0.3784326575032928,702.957457634025,closed_biphone,14
sigma,0.2548097371721139,702.957457634025,closed_biphone,14
tau,0.8192956403879,702.957457634025,closed_biphone,14
b,1.0712947026217936,702.957457634025,closed_biphone,14
base,2.007004686047361e-5,702.957457634025,closed_biphone,14
theta,1.999498612980791,702.957457634025,closed_biphone,14
sim_ELI,0.5389895267189038,702.957457634025,closed_biphone,14
alpha,5.999988577241546,857.9301372389591,closed_biphone,15
gamma,0.48515247726153576,857.9301372389591,closed_biphone,15
delta,0.13254020371979328,857.9301372389591,closed_biphone,15
overlap,0.2646862129200898,857.9301372389591,closed_biphone,15
sigma,0.6817752610460577,857.9301372389591,closed_biphone,15
tau,2.1786004501344824,857.9301372389591,closed_biphone,15
b,1.8716946198286368,857.9301372389591,closed_biphone,15
base,0.2711659292370632,857.9301372389591,closed_biphone,15
theta,1.9760048790629314,857.9301372389591,closed_biphone,15
sim_ELI,0.4722547043445207,857.9301372389591,closed_biphone,15
alpha,5.9933112938593505,684.6037894346568,closed_biphone,16
gamma,0.4886783688186524,684.6037894346568,closed_biphone,16
delta,0.24311773978047652,684.6037894346568,closed_biphone,16
overlap,0.22925618938790207,684.6037894346568,closed_biphone,16
sigma,0.35265513089293393,684.6037894346568,closed_biphone,16
tau,0.6506850956803617,684.6037894346568,closed_biphone,16
b,2.6828491047846525,684.6037894346568,closed_biphone,16
base,0.9001135198752651,684.6037894346568,closed_biphone,16
theta,1.9906578145525913,684.6037894346568,closed_biphone,16
sim_ELI,0.6573017479649614,684.6037894346568,closed_biphone,16
alpha,1.2595132118167074,467.88905435300114,closed_biphone,17
gamma,0.05459824409931954,467.88905435300114,closed_biphone,17
delta,0.001015994482829406,467.88905435300114,closed_biphone,17
overlap,0.0011681665454935713,467.88905435300114,closed_biphone,17
sigma,0.43383538649230846,467.88905435300114,closed_biphone,17
tau,0.366260937905317,467.88905435300114,closed_biphone,17
b,2.434439827327758,467.88905435300114,closed_biphone,17
base,0.7038223958246368,467.88905435300114,closed_biphone,17
theta,1.9987969839308837,467.88905435300114,closed_biphone,17
sim_ELI,0.9019976488271422,467.88905435300114,closed_biphone,17
alpha,2.912684530171136,671.1478858140512,closed_biphone,18
gamma,0.44054774382694084,671.1478858140512,closed_biphone,18
delta,0.05824435069212413,671.1478858140512,closed_biphone,18
overlap,0.08116701686885329,671.1478858140512,closed_biphone,18
sigma,0.3690656222597949,671.1478858140512,closed_biphone,18
tau,9.974013267580506,671.1478858140512,closed_biphone,18
b,1.0411943292342984,671.1478858140512,closed_biphone,18
base,0.7373888238218489,671.1478858140512,closed_biphone,18
theta,1.999999999999997,671.1478858140512,closed_biphone,18
sim_ELI,0.9139277343518755,671.1478858140512,closed_biphone,18
alpha,5.996505929652002,730.0731233482938,closed_biphone,19
gamma,0.4127215157146834,730.0731233482938,closed_biphone,19
delta,0.22373820497887356,730.0731233482938,closed_biphone,19
overlap,0.4174106195791231,730.0731233482938,closed_biphone,19
sigma,0.36559585341973616,730.0731233482938,closed_biphone,19
tau,1.1910315182775537,730.0731233482938,closed_biphone,19
b,1.5172874790872468,730.0731233482938,closed_biphone,19
base,0.6087558362019501,730.0731233482938,closed_biphone,19
theta,1.9549943716314782,730.0731233482938,closed_biphone,19
sim_ELI,0.5809295136010303,730.0731233482938,closed_biphone,19
alpha,5.988345183457379,774.4903278806854,closed_biphone,20
gamma,0.5537214779098277,774.4903278806854,closed_biphone,20
delta,0.24333435589581706,774.4903278806854,closed_biphone,20
overlap,0.15707011498321755,774.4903278806854,closed_biphone,20
sigma,0.2687219444654336,774.4903278806854,closed_biphone,20
tau,0.6423262229228278,774.4903278806854,closed_biphone,20
b,1.3241902588187442,774.4903278806854,closed_biphone,20
base,0.5852488771075,774.4903278806854,closed_biphone,20
theta,1.775793458068854,774.4903278806854,closed_biphone,20
sim_ELI,0.999864574937679,774.4903278806854,closed_biphone,20
alpha,5.232449163735745,681.9453313362047,closed_biphone,21
gamma,0.4779963080101893,681.9453313362047,closed_biphone,21
delta,0.16195681969677478,681.9453313362047,closed_biphone,21
overlap,0.5252126292424338,681.9453313362047,closed_biphone,21
sigma,0.35024965426867977,681.9453313362047,closed_biphone,21
tau,0.7573331508566324,681.9453313362047,closed_biphone,21
b,1.914674481654837,681.9453313362047,closed_biphone,21
base,1.7448504773935563e-7,681.9453313362047,closed_biphone,21
theta,1.2938164049239917,681.9453313362047,closed_biphone,21
sim_ELI,0.29770954472868055,681.9453313362047,closed_biphone,21
alpha,0.9062246922701871,471.8567623847412,closed_biphone,22
gamma,0.35550938077602734,471.8567623847412,closed_biphone,22
delta,0.0010428000726148345,471.8567623847412,closed_biphone,22
overlap,0.30791385448710923,471.8567623847412,closed_biphone,22
sigma,0.3136697777911449,471.8567623847412,closed_biphone,22
tau,0.6946975316433639,471.8567623847412,closed_biphone,22
b,2.0920573538536176,471.8567623847412,closed_biphone,22
base,1.0247721073044216,471.8567623847412,closed_biphone,22
theta,1.9996640123583382,471.8567623847412,closed_biphone,22
sim_ELI,0.5910062791616869,471.8567623847412,closed_biphone,22
alpha,4.74515367943918,536.6931845346248,closed_biphone,23
gamma,0.18002454947564936,536.6931845346248,closed_biphone,23
delta,0.05555571246172951,536.6931845346248,closed_biphone,23
overlap,0.23108049088113264,536.6931845346248,closed_biphone,23
sigma,0.9577579583142518,536.6931845346248,closed_biphone,23
tau,2.5939613154748877,536.6931845346248,closed_biphone,23
b,2.8413609404921054,536.6931845346248,closed_biphone,23
base,1.734198224504479e-8,536.6931845346248,closed_biphone,23
theta,1.9999926772716698,536.6931845346248,closed_biphone,23
sim_ELI,0.1835424560163084,536.6931845346248,closed_biphone,23
alpha,5.986747246842886,873.8272236600095,closed_biphone,24
gamma,0.4704164572302828,873.8272236600095,closed_biphone,24
delta,0.230333605787099,873.8272236600095,closed_biphone,24
overlap,0.5347840402387254,873.8272236600095,closed_biphone,24
sigma,0.27472767144972654,873.8272236600095,closed_biphone,24
tau,0.6470484581994982,873.8272236600095,closed_biphone,24
b,1.220175193554372,873.8272236600095,closed_biphone,24
base,0.00041477293295888364,873.8272236600095,closed_biphone,24
theta,1.7532711613318965,873.8272236600095,closed_biphone,24
sim_ELI,0.5133244260200853,873.8272236600095,closed_biphone,24
alpha,5.999476871856655,657.6744858043804,closed_biphone,25
gamma,0.5697376471931763,657.6744858043804,closed_biphone,25
delta,0.2304384423030269,657.6744858043804,closed_biphone,25
overlap,0.17633411253930575,657.6744858043804,closed_biphone,25
sigma,0.26593555570987343,657.6744858043804,closed_biphone,25
tau,0.3796992383601917,657.6744858043804,closed_biphone,25
b,1.6355374479822309,657.6744858043804,closed_biphone,25
base,0.49749598383233223,657.6744858043804,closed_biphone,25
theta,1.4577671149904634,657.6744858043804,closed_biphone,25
sim_ELI,0.6702456060345672,657.6744858043804,closed_biphone,25
alpha,5.994898022183186,778.0604003688693,closed_biphone,26
gamma,0.41950690572356397,778.0604003688693,closed_biphone,26
delta,0.09803099208169737,778.0604003688693,closed_biphone,26
overlap,0.4478098659307001,778.0604003688693,closed_biphone,26
sigma,0.6335669607794135,778.0604003688693,closed_biphone,26
tau,1.1578567270022322,778.0604003688693,closed_biphone,26
b,2.0560836033478442,778.0604003688693,closed_biphone,26
base,0.00017973221701605958,778.0604003688693,closed_biphone,26
theta,1.8023971202918188,778.0604003688693,closed_biphone,26
sim_ELI,0.34737511249070036,778.0604003688693,closed_biphone,26
alpha,5.993195102831556,864.1899770484542,closed_biphone,27
gamma,0.4145522105918516,864.1899770484542,closed_biphone,27
delta,0.2072259938427456,864.1899770484542,closed_biphone,27
overlap,0.2257345421341569,864.1899770484542,closed_biphone,27
sigma,0.41772641433260377,864.1899770484542,closed_biphone,27
tau,0.7266645860154942,864.1899770484542,closed_biphone,27
b,1.2152007367803999,864.1899770484542,closed_biphone,27
base,0.000171695210863761,864.1899770484542,closed_biphone,27
theta,1.4262966892093254,864.1899770484542,closed_biphone,27
sim_ELI,0.44718555476940586,864.1899770484542,closed_biphone,27
alpha,4.827237857931687,959.8810955319329,closed_biphone,28
gamma,0.3957696513836638,959.8810955319329,closed_biphone,28
delta,0.001004174148163848,959.8810955319329,closed_biphone,28
overlap,0.9409266626124353,959.8810955319329,closed_biphone,28
sigma,0.3288721423454707,959.8810955319329,closed_biphone,28
tau,0.661215057814734,959.8810955319329,closed_biphone,28
b,8.959883486241969,959.8810955319329,closed_biphone,28
base,0.1049536212454902,959.8810955319329,closed_biphone,28
theta,1.9999949929843617,959.8810955319329,closed_biphone,28
sim_ELI,0.17872406858421047,959.8810955319329,closed_biphone,28
alpha,4.981697925420459,604.9445698904457,closed_biphone,29
gamma,0.31051544709506024,604.9445698904457,closed_biphone,29
delta,0.13983051496355345,604.9445698904457,closed_biphone,29
overlap,0.4762076448464226,604.9445698904457,closed_biphone,29
sigma,0.4372455939408116,604.9445698904457,closed_biphone,29
tau,1.1243203425102894,604.9445698904457,closed_biphone,29
b,1.942681137476842,604.9445698904457,closed_biphone,29
base,4.4909269580964485e-7,604.9445698904457,closed_biphone,29
theta,1.9999976547429423,604.9445698904457,closed_biphone,29
sim_ELI,0.34490768364018176,604.9445698904457,closed_biphone,29
alpha,5.999056531276784,643.266533319173,closed_biphone,30
gamma,0.4244016497495435,643.266533319173,closed_biphone,30
delta,0.257629250860219,643.266533319173,closed_biphone,30
overlap,0.33124304374449015,643.266533319173,closed_biphone,30
sigma,0.19727875808742765,643.266533319173,closed_biphone,30
tau,0.4802649341802347,643.266533319173,closed_biphone,30
b,1.203859550000998,643.266533319173,closed_biphone,30
base,0.0001592200942731063,643.266533319173,closed_biphone,30
theta,1.5722422981993234,643.266533319173,closed_biphone,30
sim_ELI,0.5261855200231765,643.266533319173,closed_biphone,30
alpha,5.9994794157541005,609.701889466891,closed_biphone,31
gamma,0.6057914536881865,609.701889466891,closed_biphone,31
delta,0.17738316151750316,609.701889466891,closed_biphone,31
overlap,0.0014841058468158302,609.701889466891,closed_biphone,31
sigma,0.08785771634128964,609.701889466891,closed_biphone,31
tau,0.11891818012976349,609.701889466891,closed_biphone,31
b,0.26549357629718157,609.701889466891,closed_biphone,31
base,0.020969446940881497,609.701889466891,closed_biphone,31
theta,1.0254457090460904,609.701889466891,closed_biphone,31
sim_ELI,0.862364744778114,609.701889466891,closed_biphone,31
alpha,5.994294498387358,903.543366449722,closed_biphone,32
gamma,0.425670249975,903.543366449722,closed_biphone,32
delta,0.19136379953149346,903.543366449722,closed_biphone,32
overlap,0.12920387367736116,903.543366449722,closed_biphone,32
sigma,0.48472110029249865,903.543366449722,closed_biphone,32
tau,0.7853577280295742,903.543366449722,closed_biphone,32
b,1.4310280944844707,903.543366449722,closed_biphone,32
base,0.4119315265605607,903.543366449722,closed_biphone,32
theta,1.6952055621369784,903.543366449722,closed_biphone,32
sim_ELI,0.7346243224872153,903.543366449722,closed_biphone,32
alpha,5.994064201410729,702.9245255923054,open_biphone_1,1
gamma,0.6160880155244818,702.9245255923054,open_biphone_1,1
delta,0.18742664603197629,702.9245255923054,open_biphone_1,1
overlap,0.4724409698686334,702.9245255923054,open_biphone_1,1
sigma,0.16607904314291796,702.9245255923054,open_biphone_1,1
tau,0.46976136721443457,702.9245255923054,open_biphone_1,1
b,0.6648465812876296,702.9245255923054,open_biphone_1,1
base,0.00018695406733920626,702.9245255923054,open_biphone_1,1
theta,1.686424863930118,702.9245255923054,open_biphone_1,1
sim_ELI,0.6546360151682953,702.9245255923054,open_biphone_1,1
alpha,2.7127262191127213,635.0380981059017,open_biphone_1,2
gamma,0.3482866983132438,635.0380981059017,open_biphone_1,2
delta,0.001040070878773757,635.0380981059017,open_biphone_1,2
overlap,0.16942487977391965,635.0380981059017,open_biphone_1,2
sigma,0.6801841472584288,635.0380981059017,open_biphone_1,2
tau,1.5032477107278246,635.0380981059017,open_biphone_1,2
b,2.741592548918641,635.0380981059017,open_biphone_1,2
base,0.47518217106881494,635.0380981059017,open_biphone_1,2
theta,1.9999703506254456,635.0380981059017,open_biphone_1,2
sim_ELI,0.3328307269841662,635.0380981059017,open_biphone_1,2
alpha,2.1929531014905286,445.8434945200931,open_biphone_1,3
gamma,0.15456742848793492,445.8434945200931,open_biphone_1,3
delta,0.0010003103512933155,445.8434945200931,open_biphone_1,3
overlap,0.3659047652473802,445.8434945200931,open_biphone_1,3
sigma,0.4696245412981133,445.8434945200931,open_biphone_1,3
tau,1.3745807847319844,445.8434945200931,open_biphone_1,3
b,1.8373926592797456,445.8434945200931,open_biphone_1,3
base,0.20930236332997065,445.8434945200931,open_biphone_1,3
theta,1.9989874394865657,445.8434945200931,open_biphone_1,3
sim_ELI,0.4428089528430501,445.8434945200931,open_biphone_1,3
alpha,3.1161152865853907,594.8597155725851,open_biphone_1,4
gamma,0.1785971573246157,594.8597155725851,open_biphone_1,4
delta,0.001000046358725538,594.8597155725851,open_biphone_1,4
overlap,0.3904335813765077,594.8597155725851,open_biphone_1,4
sigma,0.8526383830548002,594.8597155725851,open_biphone_1,4
tau,9.993772450157559,594.8597155725851,open_biphone_1,4
b,3.7829503205835344,594.8597155725851,open_biphone_1,4
base,1.6585311246421887e-7,594.8597155725851,open_biphone_1,4
theta,1.9999999055523259,594.8597155725851,open_biphone_1,4
sim_ELI,0.15400064489447696,594.8597155725851,open_biphone_1,4
alpha,5.998967838690124,699.2452921077247,open_biphone_1,5
gamma,0.43785019056132823,699.2452921077247,open_biphone_1,5
delta,0.1991124362804115,699.2452921077247,open_biphone_1,5
overlap,0.3773110797522546,699.2452921077247,open_biphone_1,5
sigma,0.4035107199938995,699.2452921077247,open_biphone_1,5
tau,0.9609679984787168,699.2452921077247,open_biphone_1,5
b,1.736201090659553,699.2452921077247,open_biphone_1,5
base,0.005557242983068554,699.2452921077247,open_biphone_1,5
theta,1.2566497300354444,699.2452921077247,open_biphone_1,5
sim_ELI,0.30373798489586756,699.2452921077247,open_biphone_1,5
alpha,5.995996651611952,847.3250963945367,open_biphone_1,6
gamma,0.4073069316376062,847.3250963945367,open_biphone_1,6
delta,0.21982713173837756,847.3250963945367,open_biphone_1,6
overlap,0.4219352974324253,847.3250963945367,open_biphone_1,6
sigma,0.462514190705314,847.3250963945367,open_biphone_1,6
tau,1.2843204183944752,847.3250963945367,open_biphone_1,6
b,2.701014360498833,847.3250963945367,open_biphone_1,6
base,0.63945279083342,847.3250963945367,open_biphone_1,6
theta,1.9071836116961873,847.3250963945367,open_biphone_1,6
sim_ELI,0.538317553672168,847.3250963945367,open_biphone_1,6
alpha,2.7118917003157925,601.11787439257,open_biphone_1,7
gamma,0.3822779678095334,601.11787439257,open_biphone_1,7
delta,0.09628785387365266,601.11787439257,open_biphone_1,7
overlap,0.5150930878924765,601.11787439257,open_biphone_1,7
sigma,0.28875111686276034,601.11787439257,open_biphone_1,7
tau,0.7100169359707224,601.11787439257,open_biphone_1,7
b,1.7991485784780332,601.11787439257,open_biphone_1,7
base,0.3216445496162647,601.11787439257,open_biphone_1,7
theta,1.9999937202112363,601.11787439257,open_biphone_1,7
sim_ELI,0.4335294377967434,601.11787439257,open_biphone_1,7
alpha,5.99165553112735,734.5306996756901,open_biphone_1,8
gamma,0.4876332497641669,734.5306996756901,open_biphone_1,8
delta,0.24292911911645804,734.5306996756901,open_biphone_1,8
overlap,0.4453873239657908,734.5306996756901,open_biphone_1,8
sigma,0.3446844542456345,734.5306996756901,open_biphone_1,8
tau,0.7355171946893014,734.5306996756901,open_biphone_1,8
b,2.8402835107684377,734.5306996756901,open_biphone_1,8
base,0.4809115696114318,734.5306996756901,open_biphone_1,8
theta,1.4125226949739267,734.5306996756901,open_biphone_1,8
sim_ELI,0.43367052701099934,734.5306996756901,open_biphone_1,8
alpha,3.6695333037626248,935.2077980281365,open_biphone_1,9
gamma,0.5312865313557135,935.2077980281365,open_biphone_1,9
delta,0.17081072502330547,935.2077980281365,open_biphone_1,9
overlap,0.3716291946112911,935.2077980281365,open_biphone_1,9
sigma,0.34411012186517775,935.2077980281365,open_biphone_1,9
tau,0.8409981596521799,935.2077980281365,open_biphone_1,9
b,1.2687991403856975,935.2077980281365,open_biphone_1,9
base,1.58332752974371e-6,935.2077980281365,open_biphone_1,9
theta,1.2167110726873838,935.2077980281365,open_biphone_1,9
sim_ELI,0.4487636207782182,935.2077980281365,open_biphone_1,9
alpha,5.995054317054971,622.031194730826,open_biphone_1,10
gamma,0.4658726099724067,622.031194730826,open_biphone_1,10
delta,0.2750293568007708,622.031194730826,open_biphone_1,10
overlap,0.2971428105225471,622.031194730826,open_biphone_1,10
sigma,0.1750254688789277,622.031194730826,open_biphone_1,10
tau,0.4644534440448788,622.031194730826,open_biphone_1,10
b,0.9772375446578964,622.031194730826,open_biphone_1,10
base,0.5912689463367727,622.031194730826,open_biphone_1,10
theta,1.9887583266293691,622.031194730826,open_biphone_1,10
sim_ELI,0.7189813977620922,622.031194730826,open_biphone_1,10
alpha,3.16356000377227,266.2443381623171,open_biphone_1,11
gamma,0.12282434983747076,266.2443381623171,open_biphone_1,11
delta,0.0010000000064185439,266.2443381623171,open_biphone_1,11
overlap,0.3361656060015635,266.2443381623171,open_biphone_1,11
sigma,0.5566994843283063,266.2443381623171,open_biphone_1,11
tau,9.997311354578947,266.2443381623171,open_biphone_1,11
b,3.559084871471523,266.2443381623171,open_biphone_1,11
base,8.881021590482034e-12,266.2443381623171,open_biphone_1,11
theta,1.9999999998120876,266.2443381623171,open_biphone_1,11
sim_ELI,0.34758642159671255,266.2443381623171,open_biphone_1,11
alpha,5.9998393993085415,596.6990273147795,open_biphone_1,12
gamma,0.5219243452507295,596.6990273147795,open_biphone_1,12
delta,0.17932747347278083,596.6990273147795,open_biphone_1,12
overlap,0.21062741638728089,596.6990273147795,open_biphone_1,12
sigma,0.30929576583580465,596.6990273147795,open_biphone_1,12
tau,0.396816822812748,596.6990273147795,open_biphone_1,12
b,1.7191940498641913,596.6990273147795,open_biphone_1,12
base,0.10221307365639343,596.6990273147795,open_biphone_1,12
theta,1.1684578093246478,596.6990273147795,open_biphone_1,12
sim_ELI,0.4747418345915348,596.6990273147795,open_biphone_1,12
alpha,5.023731156841896,415.4574106197742,open_biphone_1,13
gamma,0.4730639245817772,415.4574106197742,open_biphone_1,13
delta,0.17091413707384798,415.4574106197742,open_biphone_1,13
overlap,0.1328860665304714,415.4574106197742,open_biphone_1,13
sigma,0.27041920765552296,415.4574106197742,open_biphone_1,13
tau,8.318226158514458,415.4574106197742,open_biphone_1,13
b,1.0391695336342448,415.4574106197742,open_biphone_1,13
base,1.1237463674394599,415.4574106197742,open_biphone_1,13
theta,1.9999999999999911,415.4574106197742,open_biphone_1,13
sim_ELI,0.9999999999999961,415.4574106197742,open_biphone_1,13
alpha,3.9866943666118724,703.6984220392965,open_biphone_1,14
gamma,0.33505357983303824,703.6984220392965,open_biphone_1,14
delta,0.1829500357185897,703.6984220392965,open_biphone_1,14
overlap,0.3852369316924697,703.6984220392965,open_biphone_1,14
sigma,0.24738377574170972,703.6984220392965,open_biphone_1,14
tau,0.7945839078071696,703.6984220392965,open_biphone_1,14
b,1.035750778002751,703.6984220392965,open_biphone_1,14
base,6.301227747239722e-6,703.6984220392965,open_biphone_1,14
theta,1.9993169510841882,703.6984220392965,open_biphone_1,14
sim_ELI,0.5446282910164025,703.6984220392965,open_biphone_1,14
alpha,5.9961931277469676,859.7869700227212,open_biphone_1,15
gamma,0.48462685882558293,859.7869700227212,open_biphone_1,15
delta,0.13142841662587337,859.7869700227212,open_biphone_1,15
overlap,0.2597266979454977,859.7869700227212,open_biphone_1,15
sigma,0.6848100232076187,859.7869700227212,open_biphone_1,15
tau,2.1749719927143554,859.7869700227212,open_biphone_1,15
b,1.800253595747798,859.7869700227212,open_biphone_1,15
base,0.2876119662380345,859.7869700227212,open_biphone_1,15
theta,1.9983836262534251,859.7869700227212,open_biphone_1,15
sim_ELI,0.4813811032146463,859.7869700227212,open_biphone_1,15
alpha,5.991974880269159,684.9970979167457,open_biphone_1,16
gamma,0.48857901097695333,684.9970979167457,open_biphone_1,16
delta,0.24229885599523035,684.9970979167457,open_biphone_1,16
overlap,0.2311193049259981,684.9970979167457,open_biphone_1,16
sigma,0.3566063355610182,684.9970979167457,open_biphone_1,16
tau,0.6584753089022668,684.9970979167457,open_biphone_1,16
b,2.7106276739013637,684.9970979167457,open_biphone_1,16
base,0.9107219513985826,684.9970979167457,open_biphone_1,16
theta,1.998539943445861,684.9970979167457,open_biphone_1,16
sim_ELI,0.6485621591627477,684.9970979167457,open_biphone_1,16
alpha,1.2456534307748688,467.700850408292,open_biphone_1,17
gamma,0.0550667672731017,467.700850408292,open_biphone_1,17
delta,0.0010026439885229901,467.700850408292,open_biphone_1,17
overlap,0.001023488317022809,467.700850408292,open_biphone_1,17
sigma,0.4275654146087659,467.700850408292,open_biphone_1,17
tau,0.3563221347684174,467.700850408292,open_biphone_1,17
b,2.3330051231868003,467.700850408292,open_biphone_1,17
base,0.7030568852140398,467.700850408292,open_biphone_1,17
theta,1.9976166419552623,467.700850408292,open_biphone_1,17
sim_ELI,0.9078963742043437,467.700850408292,open_biphone_1,17
alpha,3.019807335935443,671.8413165043096,open_biphone_1,18
gamma,0.43831847536095986,671.8413165043096,open_biphone_1,18
delta,0.0641679484797959,671.8413165043096,open_biphone_1,18
overlap,0.08105147452201344,671.8413165043096,open_biphone_1,18
sigma,0.3646425897044984,671.8413165043096,open_biphone_1,18
tau,9.862367656743464,671.8413165043096,open_biphone_1,18
b,0.9932750715885474,671.8413165043096,open_biphone_1,18
base,0.7271070433168395,671.8413165043096,open_biphone_1,18
theta,1.9999999999999751,671.8413165043096,open_biphone_1,18
sim_ELI,0.9147948763087939,671.8413165043096,open_biphone_1,18
alpha,5.996078089070123,730.0668076718104,open_biphone_1,19
gamma,0.4190935034407181,730.0668076718104,open_biphone_1,19
delta,0.22911431029886534,730.0668076718104,open_biphone_1,19
overlap,0.4162167014469102,730.0668076718104,open_biphone_1,19
sigma,0.339173369431868,730.0668076718104,open_biphone_1,19
tau,1.1022436690794413,730.0668076718104,open_biphone_1,19
b,1.3661860811479072,730.0668076718104,open_biphone_1,19
base,0.5673213022780568,730.0668076718104,open_biphone_1,19
theta,1.9418562488352762,730.0668076718104,open_biphone_1,19
sim_ELI,0.6003858071049467,730.0668076718104,open_biphone_1,19
alpha,5.996824126971821,776.2644109862108,open_biphone_1,20
gamma,0.5525538298265636,776.2644109862108,open_biphone_1,20
